UniqueID,Phylum,Subphylum,Class,Order,Family,Genus,Species,Taxonomy,Circumference_cm,DBH_cm,Basal_area_m2,CaCo_index,Foliage_projective_cover ,Canopy_height_first_m,Canopy_height_second_m,Stage_Development,Seed_density,Year_sampling,Month_Sampling,Season_sampling,Site,Area,Plot,TreeID
Flora_CRN_519,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora mucronata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora mucronata,20,6.369426752,0.03186326,82.52,53.3,13.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK14,22
Flora_CRN_520,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora mucronata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora mucronata,20,6.369426752,0.03186326,82.52,53.3,13.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK14,23
Flora_CRN_521,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora mucronata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora mucronata,33,10.50955414,0.086747726,82.52,53.3,13.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK14,24
Flora_CRN_522,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,21,6.687898089,0.035129244,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,1
Flora_CRN_523,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,34,10.82802548,0.092084822,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,2
Flora_CRN_524,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,34,10.82802548,0.092084822,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,3
Flora_CRN_525,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,27,8.598726115,0.058070792,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,4
Flora_CRN_526,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,26,8.280254777,0.05384891,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,5
Flora_CRN_527,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,18,5.732484076,0.025809241,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,6
Flora_CRN_528,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,12,3.821656051,0.011470774,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,7
Flora_CRN_529,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,31,9.872611465,0.076551483,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,8
Flora_CRN_530,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,38,12.10191083,0.115026369,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,9.1
Flora_CRN_531,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,25,7.961783439,0.049786344,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,9.2
Flora_CRN_532,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,58,18.47133758,0.267970018,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,10.1
Flora_CRN_533,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,69,21.97452229,0.379252454,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,10.2
Flora_CRN_534,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,41,13.05732484,0.133905351,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,10.3
Flora_CRN_535,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,42,13.37579618,0.140516977,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,11.1
Flora_CRN_536,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,42,13.37579618,0.140516977,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,11.2
Flora_CRN_537,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,64,20.38216561,0.326279784,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,12.1
Flora_CRN_538,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,54,17.19745223,0.232283167,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,12.2
Flora_CRN_539,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,26,8.280254777,0.05384891,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,13
Flora_CRN_540,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,52,16.56050955,0.215395639,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,14
Flora_CRN_541,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,38,12.10191083,0.115026369,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,15
Flora_CRN_542,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,90,28.66242038,0.645231018,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,16
Flora_CRN_543,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,27,8.598726115,0.058070792,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,17
Flora_CRN_544,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,40,12.7388535,0.127453041,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,18
Flora_CRN_545,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,47,14.96815287,0.175964854,84.14,97,15.3,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK15,19
Flora_CRN_546,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,22,7.006369427,0.038554545,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,1
Flora_CRN_547,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,17,5.414012739,0.023021205,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,2
Flora_CRN_548,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,17,5.414012739,0.023021205,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,3
Flora_CRN_549,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,22,7.006369427,0.038554545,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,4
Flora_CRN_550,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,53,16.87898089,0.223759745,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,5
Flora_CRN_551,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,54,17.19745223,0.232283167,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,6
Flora_CRN_552,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,32,10.1910828,0.081569946,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,7
Flora_CRN_553,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,8
Flora_CRN_554,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,13,4.140127389,0.013462227,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,9
Flora_CRN_555,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,23,7.324840764,0.042139162,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,10
Flora_CRN_556,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,108,34.39490446,0.929132667,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,11.1
Flora_CRN_557,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,94,29.93630573,0.703859417,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,11.2
Flora_CRN_558,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,81,25.79617834,0.522637125,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,12
Flora_CRN_559,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,54,17.19745223,0.232283167,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,13
Flora_CRN_560,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora apiculata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora apiculata,54,17.19745223,0.232283167,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,14
Flora_CRN_561,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora mucronata,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Rhizophora; s__Rhizophora mucronata,23,7.324840764,0.042139162,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,15
Flora_CRN_562,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,16
Flora_CRN_563,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,17
Flora_CRN_564,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,18
Flora_CRN_565,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,19
Flora_CRN_566,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,20
Flora_CRN_567,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,21
Flora_CRN_568,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,22
Flora_CRN_569,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,23
Flora_CRN_570,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,24
Flora_CRN_571,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,21,6.687898089,0.035129244,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,25
Flora_CRN_572,Tracheophyta,Spermatophytina,Magnolopsida,Sapindales,Meliacee,Xylocarpus,Xylocarpus granatum,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Sapindales; f__Meliacee; g__Xylocarpus; s__Xylocarpus granatum,38,12.10191083,0.115026369,87.04,91.3,17.6,10.12,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK16,26
Flora_CRN_573,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,1
Flora_CRN_574,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,2
Flora_CRN_575,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,3
Flora_CRN_576,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,4
Flora_CRN_577,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,5
Flora_CRN_578,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,6
Flora_CRN_579,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,20,6.369426752,0.03186326,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,7
Flora_CRN_580,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,13,4.140127389,0.013462227,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,8
Flora_CRN_581,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,13,4.140127389,0.013462227,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,9
Flora_CRN_582,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,13,4.140127389,0.013462227,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,10
Flora_CRN_583,Tracheophyta,Spermatophytina,Magnolopsida,Malpighiales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza,k__Virdiplantae; p__Tracheophyta; c__Magnolopsida; o__Malpighiales; f__Rhizophoraceae; g__Bruguiera; s__Bruguiera gymnorrhiza,23,7.324840764,0.042139162,82.75,94.33,12.1,NO,Mature,NO,2019,September,Before rainy season,Likupang,Reference Forest,LK17,11.1
